@RELATION programmer_profiling

@ATTRIBUTE "Non-empty Lines" REAL
@ATTRIBUTE Words REAL
@ATTRIBUTE Chars REAL
@ATTRIBUTE "Ternary Operations" REAL
@ATTRIBUTE Comments REAL
@ATTRIBUTE "Comment Readability" REAL
@ATTRIBUTE "Multi-line to All Comments" REAL
@ATTRIBUTE "Inline to All Comments" REAL
@ATTRIBUTE "Unindented Comments" {True, False}
@ATTRIBUTE Macros REAL
@ATTRIBUTE #INCLUDE REAL
@ATTRIBUTE #DEFINE REAL
@ATTRIBUTE #IFNDEF REAL
@ATTRIBUTE #IFDEF REAL
@ATTRIBUTE "Using STL Libraries" {True, False}
@ATTRIBUTE Literals REAL
@ATTRIBUTE "Literal Name Readability" REAL
@ATTRIBUTE "Custom Types" REAL
@ATTRIBUTE "Custom Type Name Readability" REAL
@ATTRIBUTE "Object Definitions" REAL
@ATTRIBUTE "Object Declarations" REAL
@ATTRIBUTE "String Readability" REAL
@ATTRIBUTE "All Keywords" REAL
@ATTRIBUTE "IF Keywords" REAL
@ATTRIBUTE "ELSE Keywords" REAL
@ATTRIBUTE "FOR Keywords" REAL
@ATTRIBUTE "WHILE Keywords" REAL
@ATTRIBUTE "SWITCH Keywords" REAL
@ATTRIBUTE "DO Keywords" REAL
@ATTRIBUTE "Unique Words" REAL
@ATTRIBUTE Functions REAL
@ATTRIBUTE "Function Name Readability" REAL
@ATTRIBUTE "Nesting Depth" REAL
@ATTRIBUTE "Average Parameter Count" REAL
@ATTRIBUTE "Parameter Count Deviation" REAL
@ATTRIBUTE Commands REAL
@ATTRIBUTE "Average Commands per Line" REAL
@ATTRIBUTE "Commands per Line Deviation" REAL
@ATTRIBUTE "Empty Lines" REAL
@ATTRIBUTE Tabulators REAL
@ATTRIBUTE Spaces REAL
@ATTRIBUTE "Space Indents" REAL
@ATTRIBUTE "Tab Indents" REAL
@ATTRIBUTE "Prefers Tabs over Spaces" {True, False}
@ATTRIBUTE "Whitespace to Character Ratio" REAL
@ATTRIBUTE "Average Line Length" REAL
@ATTRIBUTE "Line Length Deviation" REAL
@ATTRIBUTE Author {.dd, .jaz, 23nigam, 37ae912, 3abdelazim, 3of7, 735612658, A.Grishchenko, a180285, a9108, aa2985759, aaaaajack, abcsampson, abdurak, abhay26, abhra73, Abscp, abyss.7, abyssmaul, achan1058, achiever202, ACMonster, ACPrimer, acrush, ACube, adi.pearl, ADJA, Adrian.Orzepowski, AdrianKuegel, adrianvidal, AekdyCoin, AEtheReal, afix, AguL, AHA, AHdoc, AhmedSalem, ahri, ahxun2006, Ahyangyi, aibaiche, AIQINGXING, airsplay, Aiz, AizukiKoh, AK93, Akai, akashin, akat, akazakov, akhtyamovpavel, Akitsukineko, AKM, aknow, akrasuski1, Al.Cash, alabax, AlanC, alantian, alberist, albert96, alberta.green, alei.alhepSoft, Aleksander, alex.jh, alex9801, AlexAlvarez, Alexander86, AlexeyChernevich, AlexUdalov, AlexX, Aliaksei, alikhtarov, alin, allenlyh, allocator64, ALONG, alpc104, alphaking, amashrabov, Amb, Amir.bh, amirmahdi, amoebius, amthabet, Amtrix, amylase, Ananya, Anardael, Anarivu, anders, Andfive, Andrew.Makar, AndreySiunov, andrii.nakryiko, angargo, angelok7, AngryBird, angwuy, ania7}

@DATA
172,2022,9832,0.0,0.2616279069767442,0.0,0.000516795865633075,0.004392764857881137,False,0.18604651162790697,0.14534883720930233,0.040697674418604654,0.0,0.0,True,430,0.008849557522123894,0.0,0,0.0,0.21511627906976744,0.06666666666666667,0.12209302325581395,0.03488372093023256,0.005813953488372093,0.05813953488372093,0.005813953488372093,0.0,0.01744186046511628,0.08704253214638971,0.1511627906976744,0.038461538461538464,10,2.0,0.0,241,1.4011627906976745,1.4529475392103826,5,73,888,0.3953488372093023,0.22093023255813954,False,0.0977420667209113,57.133720930232556,38.589575446187226,acrush
156,1982,9599,0.0,0.28846153846153844,0.0,0.0005698005698005699,0.004843304843304843,False,0.20512820512820512,0.16025641025641027,0.04487179487179487,0.0,0.0,True,428,0.008849557522123894,0.0,0,0.0,0.23717948717948717,0.07142857142857142,0.1346153846153846,0.019230769230769232,0.0,0.05128205128205128,0.0,0.0,0.0641025641025641,0.08678102926337034,0.16666666666666666,0.038461538461538464,10,2.0,0.0,226,1.4487179487179487,1.524983563445103,5,32,804,0.3333333333333333,0.14102564102564102,False,0.08709240545890197,61.5,38.06410256410256,acrush
235,2189,10910,0.0,0.18723404255319148,0.0,0.0002901353965183752,0.003288201160541586,False,0.14042553191489363,0.11063829787234042,0.029787234042553193,0.0,0.0,True,481,0.008130081300813009,0.0,0,0.01702127659574468,0.1574468085106383,0.047619047619047616,0.17446808510638298,0.05531914893617021,0.00425531914893617,0.07234042553191489,0.0,0.0,0.0425531914893617,0.08816811329374144,0.11914893617021277,0.03571428571428571,10,2.0,0.0,287,1.221276595744681,1.2032231779085538,7,202,1124,0.5148936170212766,0.3872340425531915,False,0.12153987167736022,46.39574468085107,34.47630602082384,acrush
241,2200,10857,0.0,0.1825726141078838,0.0,0.0003772161448509996,0.003206337231233497,False,0.13692946058091288,0.1078838174273859,0.029045643153526972,0.0,0.0,True,476,0.0078125,0.0,0,0.0,0.15352697095435686,0.047619047619047616,0.13692946058091288,0.06639004149377593,0.008298755186721992,0.04979253112033195,0.0,0.0,0.012448132780082987,0.085,0.11203319502074689,0.037037037037037035,10,2.0,0.0,280,1.161825726141079,1.128975052082437,7,211,1129,0.5145228215767634,0.3900414937759336,False,0.12342267661416598,45.02074688796681,34.78982799882935,acrush
369,1523,8671,0.0,0.07588075880758807,0.0,0.00019357336430507162,0.0019357336430507162,False,0.08943089430894309,0.07046070460704607,0.018970189701897018,0.0,0.0,True,275,0.008849557522123894,0.0,0,0.0,0.016260162601626018,0.038461538461538464,0.21138211382113822,0.10569105691056911,0.008130081300813009,0.08943089430894309,0.0027100271002710027,0.0,0.005420054200542005,0.12278397898883782,0.06233062330623306,0.043478260869565216,5,2.0,0.0,274,0.7425474254742548,0.6077217411740529,9,500,1296,0.6558265582655827,0.6558265582655827,False,0.20712720562795525,23.474254742547426,14.366977328309908,acrush
171,584,4010,0.0,0.05847953216374269,0,0.0011695906432748538,0.0,True,0.08771929824561403,0.05263157894736842,0.03508771929824561,0.0,0.0,True,96,0.0,0.0,0,0.0,0.0,0.05555555555555555,0.27485380116959063,0.1695906432748538,0.04093567251461988,0.06432748538011696,0.0,0.0,0.0,0.1558219178082192,0.005847953216374269,0.0,5,2.0,0.0,101,0.5906432748538012,0.5871892206148901,32,338,1072,0.7426900584795322,0.7426900584795322,False,0.3516209476309227,23.263157894736842,14.480147737765465,ACube
50,179,1203,0.0,0.0,0,0,0,False,0.28,0.18,0.1,0.0,0.0,True,27,0.0,0.0,0,0.0,0.0,0.1,0.1,0.02,0.0,0.08,0.0,0.0,0.0,0.40782122905027934,0.0,0,4,0,0,32,0.64,0.5631999999999997,14,30,208,0.46,0.46,False,0.19783873649210307,23.78,10.184800000000001,ACube
85,294,1889,0.0,0.0,0,0,0,False,0.16470588235294117,0.10588235294117647,0.058823529411764705,0.0,0.0,True,51,0.0,0.0,0,0.0,0.0,0.5,0.15294117647058825,0.023529411764705882,0.0,0.12941176470588237,0.0,0.0,0.0,0.25170068027210885,0.023529411764705882,0.5,6,2.0,0.0,57,0.6705882352941176,0.6153633217993079,23,71,404,0.5294117647058824,0.4117647058823529,False,0.25145579671784013,21.95294117647059,11.991695501730103,ACube
56,181,1264,0.0,0.0,0,0,0,False,0.25,0.16071428571428573,0.08928571428571429,0.0,0.0,True,38,0.0,0.0,0,0.0,0.0,0.5,0.19642857142857142,0.07142857142857142,0.017857142857142856,0.10714285714285714,0.0,0.0,0.0,0.3425414364640884,0.0,0,4,0,0,32,0.5714285714285714,0.6122448979591837,18,62,303,0.5178571428571429,0.5178571428571429,False,0.2887658227848101,22.25,11.553571428571429,ACube
48,179,1103,0.0,0.0,0,0,0,False,0.2916666666666667,0.1875,0.10416666666666667,0.0,0.0,True,34,0.0,0.0,0,0.0,0.0,0.16666666666666666,0.10416666666666667,0.0,0.0,0.10416666666666667,0.0,0.0,0.0,0.329608938547486,0.020833333333333332,0.0,5,2.0,0.0,29,0.6041666666666666,0.6041666666666664,13,23,214,0.3541666666666667,0.3333333333333333,False,0.21486854034451497,22.708333333333332,12.064236111111109,ACube
63,238,1543,0.0,0.0,0,0,0,False,0.2222222222222222,0.14285714285714285,0.07936507936507936,0.0,0.0,True,38,0.0,0.0,0,0.0,0.0,0.3333333333333333,0.15873015873015872,0.1111111111111111,0.0,0.047619047619047616,0.0,0.0,0.0,0.28991596638655465,0.0,0,4,0,0,40,0.6349206349206349,0.5240614764424286,14,50,303,0.5079365079365079,0.5079365079365079,False,0.2287751134154245,24.26984126984127,13.72234819853869,ACube
163,616,3874,0.006134969325153374,0.018404907975460124,0,0.0020449897750511245,0.0,True,0.09815950920245399,0.05521472392638037,0.04294478527607362,0.0,0.0,True,105,0.0,0.0,0,0.0,0.0,0.07692307692307693,0.27607361963190186,0.17791411042944785,0.018404907975460124,0.07975460122699386,0.0,0.0,0.0,0.17045454545454544,0.012269938650306749,0.5,5,2.0,0.0,113,0.6932515337423313,0.5528999962362149,44,220,900,0.6625766871165644,0.6073619631901841,False,0.28910686628807436,23.496932515337424,12.99665023147277,ACube
58,176,1242,0.0,0.0,0,0,0,False,0.2413793103448276,0.15517241379310345,0.08620689655172414,0.0,0.0,True,29,0.0,0.0,0,0.0,0.0,0.14285714285714285,0.15517241379310345,0.034482758620689655,0.017241379310344827,0.08620689655172414,0.0,0.0,0.017241379310344827,0.35795454545454547,0.0,0,4,0,0,32,0.5517241379310345,0.5897740784780025,15,76,290,0.5517241379310345,0.5517241379310345,False,0.2946859903381642,21.155172413793103,11.094530321046376,ACube
101,376,2270,0.0,0.039603960396039604,0,0.0,0.0,True,0.13861386138613863,0.0891089108910891,0.04950495049504951,0.0,0.0,True,53,0.0,0.0,0,0.0,0.0,0.09090909090909091,0.18811881188118812,0.0891089108910891,0.019801980198019802,0.07920792079207921,0.0,0.0,0.0,0.18351063829787234,0.019801980198019802,0.0,4,2.0,0.0,70,0.693069306930693,0.5626899323595721,21,119,493,0.594059405940594,0.4752475247524752,False,0.2696035242290749,22.26732673267327,11.113616312126261,ACube
28,124,802,0.0,0.0,0,0,0,False,0.14285714285714285,0.03571428571428571,0.10714285714285714,0.0,0.0,False,22,0.07142857142857142,0.0,0,0.0,0.0,0.125,0.21428571428571427,0.03571428571428571,0.03571428571428571,0.10714285714285714,0.0,0.0,0.03571428571428571,0.3629032258064516,0.0,0,3,0,0,30,1.0714285714285714,0.4744897959183672,0,0,183,0.6428571428571429,0.0,False,0.2281795511221945,28.642857142857142,11.714285714285717,adi.pearl
68,255,1620,0.0,0.04411764705882353,0,0.0,0.0,False,0.058823529411764705,0.014705882352941176,0.04411764705882353,0.0,0.0,False,43,0.05,0.0,0,0.0,0.0,0.1,0.2647058823529412,0.1323529411764706,0.07352941176470588,0.04411764705882353,0.014705882352941176,0.0,0.0,0.1843137254901961,0.014705882352941176,1.0,3,2.0,0.0,48,0.7058823529411765,0.5813148788927335,0,0,558,0.8529411764705882,0.0,False,0.34444444444444444,23.823529411764707,11.062283737024226,adi.pearl
29,113,730,0.0,0.0,0,0,0,False,0.13793103448275862,0.034482758620689655,0.10344827586206896,0.0,0.0,False,23,0.0625,0.0,0,0.0,0.0,0.125,0.27586206896551724,0.034482758620689655,0.0,0.06896551724137931,0.0,0.0,0.1724137931034483,0.39823008849557523,0.034482758620689655,1.0,5,2.0,0.0,25,0.8620689655172413,0.4756242568370986,0,0,166,0.6551724137931034,0.0,False,0.2273972602739726,25.17241379310345,11.719381688466111,adi.pearl
31,134,891,0.0,0.0,0,0,0,False,0.12903225806451613,0.03225806451612903,0.0967741935483871,0.0,0.0,False,30,0.05555555555555555,0.0,0,0.0,0.0,0.09090909090909091,0.3548387096774194,0.06451612903225806,0.06451612903225806,0.22580645161290322,0.0,0.0,0.0,0.3582089552238806,0.0,0,4,0,0,38,1.2258064516129032,0.6139438085327784,0,0,245,0.7419354838709677,0.0,False,0.27497194163860833,28.741935483870968,9.26742976066597,adi.pearl
93,495,2783,0.0,0.06451612903225806,0,0.0,0.0,True,0.3225806451612903,0.010752688172043012,0.3118279569892473,0.0,0.0,False,97,0.0,0.0,0,0.0,0.0,0.06666666666666667,0.10752688172043011,0.06451612903225806,0.03225806451612903,0.010752688172043012,0.0,0.0,0.0,0.2505050505050505,0.053763440860215055,0.0,4,2.0,0.0,65,0.6989247311827957,0.5861949358307323,9,0,515,0.3978494623655914,0.0,False,0.18505210204814948,29.827956989247312,14.24812117007746,adi.pearl
64,380,2083,0.0,0.09375,0,0.0,0.0,True,0.453125,0.015625,0.4375,0.0,0.0,False,79,0.0,0.0,0,0.0,0.0,0.07692307692307693,0.03125,0.015625,0.0,0.015625,0.0,0.0,0.0,0.28157894736842104,0.0625,0.0,4,2.0,0.0,38,0.59375,0.5751953125,7,0,344,0.25,0.0,False,0.16514642342774843,32.4375,15.234375,adi.pearl
81,451,2624,0.0,0.09876543209876543,0,0.0015432098765432098,0.0,True,0.2962962962962963,0.012345679012345678,0.2839506172839506,0.0,0.0,False,83,0.0,0.0,0,0.0,0.0,0.06666666666666667,0.1111111111111111,0.04938271604938271,0.024691358024691357,0.012345679012345678,0.024691358024691357,0.0,0.0,0.2549889135254989,0.04938271604938271,0.0,4,2.0,0.0,66,0.8148148148148148,0.6035665294924554,6,0,570,0.4691358024691358,0.0,False,0.21722560975609756,32.32098765432099,15.391860996799275,adi.pearl
66,349,2005,0.0,0.07575757575757576,0,0.0,0.0,True,0.3181818181818182,0.015151515151515152,0.30303030303030304,0.0,0.0,False,76,0.0,0.0,0,0.0,0.0,0.07142857142857142,0.09090909090909091,0.030303030303030304,0.0,0.015151515151515152,0.030303030303030304,0.0,0.015151515151515152,0.29512893982808025,0.06060606060606061,0.0,4,2.0,0.0,51,0.7727272727272727,0.5853994490358124,4,0,372,0.36363636363636365,0.0,False,0.1855361596009975,30.318181818181817,13.367768595041326,adi.pearl
75,390,2200,0.0,0.12,0,0.0,0.0,True,0.30666666666666664,0.013333333333333334,0.29333333333333333,0.0,0.0,False,82,0.0,0.0,0,0.0,0.0,0.0625,0.06666666666666667,0.013333333333333334,0.013333333333333334,0.013333333333333334,0.02666666666666667,0.0,0.0,0.2743589743589744,0.08,0.0,4,2.0,0.0,57,0.76,0.6080000000000002,3,0,434,0.4,0.0,False,0.19727272727272727,29.293333333333333,14.3975111111111,adi.pearl
63,173,1212,0.0,0.031746031746031744,0,0.007936507936507936,0.0,False,0.25396825396825395,0.25396825396825395,0.0,0.0,0.0,True,22,0.09090909090909091,0.0,0,0.0,0.0,0.1111111111111111,0.20634920634920634,0.06349206349206349,0.031746031746031744,0.09523809523809523,0.0,0.0,0.015873015873015872,0.35260115606936415,0.0,0,4,0,0,38,0.6031746031746031,0.6127488032249936,14,94,287,0.6031746031746031,0.6031746031746031,False,0.31435643564356436,19.015873015873016,8.623834719072812,ADJA
46,117,899,0.0,0.043478260869565216,0,0.010869565217391304,0.0,False,0.34782608695652173,0.34782608695652173,0.0,0.0,0.0,True,16,0.07142857142857142,0.0,0,0.0,0.0,0.1111111111111111,0.17391304347826086,0.021739130434782608,0.0,0.021739130434782608,0.021739130434782608,0.0,0.10869565217391304,0.49572649572649574,0.0,0,3,0,0,25,0.5434782608695652,0.5198487712665407,13,43,169,0.43478260869565216,0.43478260869565216,False,0.23581757508342602,19.26086956521739,6.580340264650282,ADJA
59,167,1271,0.0,0.03389830508474576,0,0.00847457627118644,0.0,False,0.2711864406779661,0.2711864406779661,0.0,0.0,0.0,True,31,0.0625,0.0,0,0.0,0.0,0.08333333333333333,0.22033898305084745,0.05084745762711865,0.05084745762711865,0.11864406779661017,0.0,0.0,0.0,0.3772455089820359,0.0,0,3,0,0,40,0.6779661016949152,0.6205113473139905,10,67,331,0.576271186440678,0.576271186440678,False,0.3131392604248623,21.372881355932204,7.293881068658432,ADJA
34,98,695,0.0,0.058823529411764705,0,0.014705882352941176,0.0,False,0.47058823529411764,0.47058823529411764,0.0,0.0,0.0,True,15,0.09090909090909091,0.0,0,0.0,0.0,0.125,0.11764705882352941,0.029411764705882353,0.0,0.08823529411764706,0.0,0.0,0.0,0.47959183673469385,0.0,0,3,0,0,17,0.5,0.5882352941176471,10,26,133,0.38235294117647056,0.38235294117647056,False,0.22877697841726619,20.147058823529413,7.14878892733564,ADJA
78,215,1504,0.0,0.02564102564102564,0,0.00641025641025641,0.0,False,0.20512820512820512,0.20512820512820512,0.0,0.0,0.0,True,31,0.05555555555555555,0.0,0,0.0,0.0,0.125,0.16666666666666666,0.0641025641025641,0.01282051282051282,0.0641025641025641,0.01282051282051282,0.0,0.01282051282051282,0.3674418604651163,0.0,0,4,0,0,50,0.6410256410256411,0.5424063116370806,21,155,377,0.6538461538461539,0.6538461538461539,False,0.3537234042553192,19.012820512820515,6.759697567389874,ADJA
100,259,1960,0.0,0.02,0,0.005,0.0,False,0.16,0.16,0.0,0.0,0.0,True,38,0.058823529411764705,0.0,0,0.0,0.0,0.1,0.21,0.08,0.04,0.09,0.0,0.0,0.0,0.277992277992278,0.0,0,4,0,0,61,0.61,0.5856000000000001,13,251,563,0.73,0.73,False,0.4153061224489796,19.47,9.509800000000006,ADJA
86,248,1623,0.0,0.023255813953488372,0,0.005813953488372093,0.0,False,0.18604651162790697,0.18604651162790697,0.0,0.0,0.0,True,47,0.041666666666666664,0.0,0,0.0,0.0,0.125,0.16279069767441862,0.046511627906976744,0.023255813953488372,0.09302325581395349,0.0,0.0,0.0,0.2862903225806452,0.023255813953488372,0.5,3,2.0,0.0,57,0.6627906976744186,0.5857220118983236,13,108,411,0.5930232558139535,0.5813953488372093,False,0.3197781885397412,18.72093023255814,8.548945375878853,ADJA
64,176,1291,0.0,0.046875,0,0.005208333333333333,0.0,False,0.25,0.25,0.0,0.0,0.0,True,28,0.07142857142857142,0.0,0,0.0,0.0,0.1111111111111111,0.140625,0.03125,0.015625,0.09375,0.0,0.0,0.0,0.30113636363636365,0.0,0,3,0,0,40,0.625,0.60546875,16,88,423,0.625,0.125,False,0.3958171959721146,19.921875,8.90234375,ADJA
42,116,820,0.0,0.047619047619047616,0,0.011904761904761904,0.0,False,0.38095238095238093,0.38095238095238093,0.0,0.0,0.0,True,17,0.08333333333333333,0.0,0,0.0,0.0,0.125,0.09523809523809523,0.023809523809523808,0.0,0.047619047619047616,0.023809523809523808,0.0,0.0,0.43103448275862066,0.0,0,3,0,0,22,0.5238095238095238,0.5487528344671201,11,39,165,0.4523809523809524,0.4523809523809524,False,0.24878048780487805,19.261904761904763,6.968253968253968,ADJA
59,145,997,0.0,0.0,0,0,0,False,0.23728813559322035,0.23728813559322035,0.0,0.0,0.0,True,31,0.07142857142857142,0.0,0,0.0,0.0,0.25,0.13559322033898305,0.03389830508474576,0.0,0.0847457627118644,0.0,0.0,0.01694915254237288,0.2827586206896552,0.0,0,3,0,0,35,0.5932203389830508,0.6233840850330364,6,0,281,0.559322033898305,0.0,False,0.2818455366098295,16.796610169491526,7.2708991669060605,Adrian.Orzepowski
40,111,749,0.0,0.0,0,0,0,False,0.35,0.35,0.0,0.0,0.0,True,20,0.07142857142857142,0.0,0,0.0,0.0,0.25,0.175,0.025,0.0,0.05,0.0,0.0,0.1,0.38738738738738737,0.0,0,2,0,0,22,0.55,0.5499999999999997,3,0,182,0.525,0.0,False,0.24299065420560748,18.65,6.2325,Adrian.Orzepowski
53,154,1095,0.0,0.0,0,0,0,False,0.2641509433962264,0.2641509433962264,0.0,0.0,0.0,True,25,0.0625,0.0,0,0.0,0.0,0.14285714285714285,0.11320754716981132,0.03773584905660377,0.0,0.05660377358490566,0.0,0.018867924528301886,0.0,0.3181818181818182,0.0,0,3,0,0,36,0.6792452830188679,0.6664293342826628,5,0,271,0.5849056603773585,0.0,False,0.24748858447488584,20.566037735849058,9.641865432538275,Adrian.Orzepowski
35,88,627,0.0,0.0,0,0,0,False,0.4,0.4,0.0,0.0,0.0,True,16,0.08333333333333333,0.0,0,0.0,0.0,0.3333333333333333,0.08571428571428572,0.02857142857142857,0.0,0.05714285714285714,0.0,0.0,0.0,0.4431818181818182,0.0,0,3,0,0,17,0.4857142857142857,0.610612244897959,3,0,148,0.45714285714285713,0.0,False,0.23604465709728867,17.82857142857143,6.347755102040815,Adrian.Orzepowski
71,169,1284,0.0,0.0,0,0,0,False,0.19718309859154928,0.19718309859154928,0.0,0.0,0.0,True,24,0.07142857142857142,0.0,0,0.0,0.0,0.16666666666666666,0.18309859154929578,0.08450704225352113,0.0,0.09859154929577464,0.0,0.0,0.0,0.27218934911242604,0.0,0,6,0,0,42,0.5915492957746479,0.599880975996826,4,0,421,0.7323943661971831,0.0,False,0.3278816199376947,18.028169014084508,7.527871454076571,Adrian.Orzepowski
92,263,1718,0.0,0.0,0,0,0,False,0.15217391304347827,0.15217391304347827,0.0,0.0,0.0,True,53,0.041666666666666664,0.0,0,0.0,0.0,0.3333333333333333,0.17391304347826086,0.05434782608695652,0.0,0.10869565217391304,0.010869565217391304,0.0,0.0,0.20532319391634982,0.03260869565217391,0.3333333333333333,4,2.0,0.0,64,0.6956521739130435,0.5746691871455573,12,0,506,0.6413043478260869,0.0,False,0.29452852153667053,18.543478260869566,8.175803402646507,Adrian.Orzepowski
58,171,1184,0.0,0.0,0,0,0,False,0.2413793103448276,0.2413793103448276,0.0,0.0,0.0,True,32,0.05263157894736842,0.0,0,0.0,0.0,0.25,0.15517241379310345,0.034482758620689655,0.0,0.10344827586206896,0.0,0.0,0.017241379310344827,0.3508771929824561,0.0,0,4,0,0,41,0.7068965517241379,0.6093935790725324,5,0,287,0.6206896551724138,0.0,False,0.24239864864864866,20.32758620689655,8.510107015457788,Adrian.Orzepowski
50,123,857,0.0,0.0,0,0,0,False,0.28,0.28,0.0,0.0,0.0,True,21,0.07142857142857142,0.0,0,0.0,0.0,0.2,0.12,0.06,0.0,0.04,0.02,0.0,0.0,0.35772357723577236,0.02,0.0,2,2.0,0.0,25,0.5,0.54,5,0,233,0.58,0.0,False,0.2718786464410735,17.04,6.68,Adrian.Orzepowski
161,432,2835,0.0,0.018633540372670808,0,0.0,0.0,False,0.08695652173913043,0.08695652173913043,0.0,0.0,0.0,True,82,0.022222222222222223,0.0,0,0.0,0.0,0.2,0.11180124223602485,0.031055900621118012,0.0,0.049689440993788817,0.018633540372670808,0.012422360248447204,0.0,0.1574074074074074,0.024844720496894408,0.25,3,2.0,0.0,99,0.6149068322981367,0.5347015933027277,13,0,960,0.7329192546583851,0.0,False,0.3386243386243386,17.527950310559007,8.256240114193123,Adrian.Orzepowski
39,142,891,0.0,0.0,0,0,0,False,0.02564102564102564,0.02564102564102564,0.0,0.0,0.0,False,24,0.058823529411764705,0.0,0,0.0,0.0,0.3333333333333333,0.20512820512820512,0.07692307692307693,0.0,0.1282051282051282,0.0,0.0,0.0,0.47183098591549294,0.0,0,3,0,0,27,0.6923076923076923,0.6390532544378695,4,47,199,0.717948717948718,0.717948717948718,False,0.2760942760942761,22.743589743589745,15.211045364891515,AdrianKuegel
27,77,502,0.0,0.0,0,0,0,False,0.07407407407407407,0.07407407407407407,0.0,0.0,0.0,True,16,0.08333333333333333,0.0,0,0.0,0.0,0.3333333333333333,0.18518518518518517,0.07407407407407407,0.037037037037037035,0.07407407407407407,0.0,0.0,0.0,0.36363636363636365,0.0,0,3,0,0,19,0.7037037037037037,0.5212620027434842,2,51,138,0.7777777777777778,0.7777777777777778,False,0.37649402390438247,18.51851851851852,9.500685871056245,AdrianKuegel
53,165,987,0.0,0.09433962264150944,0,0.0037735849056603774,0.0,False,0.05660377358490566,0.05660377358490566,0.0,0.0,0.0,False,26,0.06666666666666667,0.0,0,0.0,0.0,0.25,0.24528301886792453,0.05660377358490566,0.018867924528301886,0.05660377358490566,0.0,0.0,0.11320754716981132,0.2545454545454545,0.0,0,4,0,0,29,0.5471698113207547,0.5574937700249196,2,134,313,0.8867924528301887,0.8867924528301887,False,0.45288753799392095,18.58490566037736,10.904236383054466,AdrianKuegel
54,204,1171,0.0,0.05555555555555555,0,0.0,0.0,False,0.05555555555555555,0.05555555555555555,0.0,0.0,0.0,True,34,0.05263157894736842,0.0,0,0.0,0.0,0.25,0.2037037037037037,0.07407407407407407,0.0,0.12962962962962962,0.0,0.0,0.0,0.21568627450980393,0.0,0,5,0,0,39,0.7222222222222222,0.588477366255144,3,148,320,0.8148148148148148,0.8148148148148148,False,0.3996584116140051,21.62962962962963,9.787379972565157,AdrianKuegel
58,152,1039,0.0,0.034482758620689655,0,0.0,0.0,False,0.06896551724137931,0.06896551724137931,0.0,0.0,0.0,True,30,0.05,0.0,0,0.0,0.0,0.1,0.13793103448275862,0.05172413793103448,0.0,0.06896551724137931,0.017241379310344827,0.0,0.0,0.3618421052631579,0.017241379310344827,0.0,4,2.0,0.0,37,0.6379310344827587,0.5499405469678954,5,99,239,0.7758620689655172,0.7758620689655172,False,0.3253128007699711,17.82758620689655,9.61474435196195,AdrianKuegel
39,105,704,0.0,0.0,0,0,0,False,0.2564102564102564,0.2564102564102564,0.0,0.0,0.0,True,19,0.09090909090909091,0.0,0,0.0,0.0,0.0,0.15384615384615385,0.02564102564102564,0.0,0.1282051282051282,0.0,0.0,0.0,0.3333333333333333,0.0,0,3,0,0,27,0.6923076923076923,0.6035502958579883,2,59,167,0.6153846153846154,0.6153846153846154,False,0.3210227272727273,18.0,6.205128205128205,AdrianKuegel
61,211,1382,0.0,0.03278688524590164,0,0.0,0.0,False,0.08196721311475409,0.08196721311475409,0.0,0.0,0.0,True,36,0.045454545454545456,0.0,0,0.0,0.0,0.3333333333333333,0.21311475409836064,0.06557377049180328,0.04918032786885246,0.06557377049180328,0.03278688524590164,0.0,0.0,0.3080568720379147,0.0,0,4,0,0,35,0.5737704918032787,0.5643644181671594,2,147,359,0.819672131147541,0.819672131147541,False,0.3661360347322721,22.62295081967213,12.51384036549315,AdrianKuegel
42,127,781,0.0,0.023809523809523808,0,0.0,0.0,False,0.047619047619047616,0.047619047619047616,0.0,0.0,0.0,True,18,0.08333333333333333,0.0,0,0.0,0.0,0.125,0.16666666666666666,0.07142857142857142,0.0,0.09523809523809523,0.0,0.0,0.0,0.2677165354330709,0.0,0,4,0,0,30,0.7142857142857143,0.54421768707483,2,87,198,0.8095238095238095,0.8095238095238095,False,0.3649167733674776,18.547619047619047,9.65986394557823,AdrianKuegel
54,175,993,0.0,0.018518518518518517,0,0.0,0.0,False,0.07407407407407407,0.07407407407407407,0.0,0.0,0.0,True,36,0.043478260869565216,0.0,0,0.018518518518518517,0.0,0.5,0.1111111111111111,0.018518518518518517,0.018518518518518517,0.07407407407407407,0.0,0.0,0.0,0.2342857142857143,0.018518518518518517,1.0,3,2.0,0.0,38,0.7037037037037037,0.5212620027434842,5,103,275,0.7777777777777778,0.7777777777777778,False,0.3806646525679758,18.296296296296298,7.722908093278462,AdrianKuegel
57,215,1309,0.0,0.12280701754385964,0,0.005012531328320802,0.0,False,0.17543859649122806,0.12280701754385964,0.05263157894736842,0.0,0.0,True,33,0.0625,0.0,0,0.0,0.0,0.25,0.19298245614035087,0.03508771929824561,0.03508771929824561,0.08771929824561403,0.0,0.0,0.03508771929824561,0.2372093023255814,0.0,0,4,0,0,51,0.8947368421052632,0.7848568790397044,1,53,273,0.7719298245614035,0.7017543859649122,False,0.24904507257448433,22.94736842105263,10.963988919667592,adrianvidal
